"Title Export - Recommended Metadata
The following fields represent the fields that most trading partners are looking for.  This does not mean that you must have these fields but where appropriate we encourage you to populate your titles with as much relevant data as possible.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Landscape of Discontent,Urban Sustainability in Immigrant Paris,A Quadrant Book,,,,978-0-8166-8962-0,4/30/2015  12:00:00 AM,Book,Hardcover,"Newman, Andrew",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,105.00,,87.00,SOCIAL SCIENCE/Anthropology/Cultural & Social,SOCIAL SCIENCE/Sociology/Urban,ARCHITECTURE/Urban & Land Use Planning,Out of Print Cancel,,5.5 x 8.5,1.5,,296,18,,,English,,40,EAN13+5/Position Unspecified,"On a rainy day in May 2007, the may",,Andrew Newman is assistant profes,,,
,"Language, Madness, and Desire",On Literature,,,,,978-0-8166-9323-8,5/26/2015  12:00:00 AM,Book,Hardcover,"Foucault, Michel",Author,"Artières, Philippe",Editor,"Bert, Jean-François",Editor,"Potte-Bonneville, Mathieu",Editor,Univ Of Minnesota Press,Univ Of Minnesota Press,29.95,,22.99,PHILOSOPHY/General,LITERARY CRITICISM/Semiotics & Theory,,Active,Available,5 x 8,1,,176,36,,,English,,,EAN13+5/Position Unspecified,As a transformative thinker of the tw,,Michel Foucault (1926–1984) was a ,,,
,Life Support,Biocapital and the New History of Outsourced Labor,Difference Incorporated,,,,978-0-8166-9396-2,4/15/2015  12:00:00 AM,Book,Paperback,"Vora, Kalindi",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,22.50,,11.99,POLITICAL SCIENCE/Labor & Industrial Relations,LITERARY CRITICISM/American/General,SOCIAL SCIENCE/Anthropology/Cultural & Social,Active,Available,5.5 x 8.5,1,,192,48,,,English,,,EAN13+5/Position Unspecified,"From call centers, overseas domest",,Kalindi Vora is assistant professor o,,,
,Life Support,Biocapital and the New History of Outsourced Labor,Difference Incorporated,,,,978-0-8166-9394-8,4/15/2015  12:00:00 AM,Book,Hardcover,"Vora, Kalindi",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,78.75,,65.00,POLITICAL SCIENCE/Labor & Industrial Relations,LITERARY CRITICISM/American/General,SOCIAL SCIENCE/Anthropology/Cultural & Social,Out of Print Cancel,,5.5 x 8.5,1,,192,30,,,English,,,EAN13+5/Position Unspecified,"From call centers, overseas domest",,Kalindi Vora is assistant professor o,,,
,Machinic Eros,Writings on Japan,Univocal,,,,978-1-937561-20-8,2/1/2015  12:00:00 AM,Book,Paperback,"Guattari, Félix",Author,"Genosko, Gary",Editor,"Hetrick, Jay",Editor,,,Univocal Publishing,Univocal Publishing,24.95,,18.99,PHILOSOPHY/General,,,Active,Available,5 x 8,1,,154,30,,,English,,3,EAN13+5/Position Unspecified,The French philosopher Félix Guatta,,Félix Guattari (1930–1992) was a Fr,,,
,Mad Like Artaud,,Univocal,,,,978-1-937561-41-3,5/1/2015  12:00:00 AM,Book,Paperback,"Lotringer, Sylvère",Author,"Spinks, Joanna",Translator,,,,,Univocal Publishing,Univocal Publishing,24.95,,18.99,PHILOSOPHY/General,,,Active,Available,5 x 8,1,,214,22,,,English,,,EAN13+5/Position Unspecified,Those who are mad like Antonin Arta,,"Sylvère Lotringer, cultural critic and ",,,
,Making Other Worlds Possible,Performing Diverse Economies,,,,,978-0-8166-9329-0,4/1/2015  12:00:00 AM,Book,Paperback,"Roelvink, Gerda",Editor,"St. Martin, Kevin",Editor,"Gibson-Graham, J. K.",Editor,,,Univ Of Minnesota Press,Univ Of Minnesota Press,35.00,,26.99,SOCIAL SCIENCE/Human Geography,BUSINESS & ECONOMICS/General,,Active,Available,5.5 x 8.5,2,,384,32,,,English,,21,EAN13+5/Position Unspecified,There is no doubt that “economy” is ,,Gerda Roelvink is a lecturer in the S,,,
,Making Other Worlds Possible,Performing Diverse Economies,,,,,978-0-8166-9328-3,4/1/2015  12:00:00 AM,Book,Hardcover,"Roelvink, Gerda",Editor,"St. Martin, Kevin",Editor,"Gibson-Graham, J. K.",Editor,,,Univ Of Minnesota Press,Univ Of Minnesota Press,122.50,,101.00,SOCIAL SCIENCE/Human Geography,BUSINESS & ECONOMICS/General,,Active,Available,5.5 x 8.5,2,,384,16,,,English,,21,EAN13+5/Position Unspecified,There is no doubt that “economy” is ,,Gerda Roelvink is a lecturer in the S,,,
,Making Suburbia,New Histories of Everyday America,,,,,978-0-8166-9299-6,4/15/2015  12:00:00 AM,Book,Paperback,"Archer, John",Editor,"Sandul, Paul J. P.",Editor,"Solomonson, Katherine",Editor,"Crawford, Margaret",Foreword by,Univ Of Minnesota Press,Univ Of Minnesota Press,35.00,,26.99,ARCHITECTURE/History/General,ARCHITECTURE/Urban & Land Use Planning,SOCIAL SCIENCE/Sociology/Urban,Active,Available,7 x 10,2,,448,22,,,English,,90,EAN13+5/Position Unspecified,What are the suburbs? The popular ,,John Archer is professor of cultural s,,,
,Making Suburbia,New Histories of Everyday America,,,,,978-0-8166-9296-5,4/15/2015  12:00:00 AM,Book,Hardcover,"Archer, John",Editor,"Sandul, Paul J. P.",Editor,"Solomonson, Katherine",Editor,"Crawford, Margaret",Foreword by,Univ Of Minnesota Press,Univ Of Minnesota Press,122.50,,101.00,ARCHITECTURE/History/General,ARCHITECTURE/Urban & Land Use Planning,SOCIAL SCIENCE/Sociology/Urban,Active,Available,7 x 10,2,,448,18,,,English,,90,EAN13+5/Position Unspecified,What are the suburbs? The popular ,,John Archer is professor of cultural s,,,
,Making Things International 1,Circuits and Motion,,,,,978-0-8166-9626-0,5/1/2015  12:00:00 AM,Book,Paperback,"Salter, Mark B.",Editor,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,35.00,,26.99,POLITICAL SCIENCE/International Relations/General,SOCIAL SCIENCE/Human Services,POLITICAL SCIENCE/Globalization,Active,Available,7 x 10,2,,416,16,,,English,,6,EAN13+5/Position Unspecified,Building on recent debates in critical ,,Mark B. Salter is professor of politica,,,
,Making Things International 1,Circuits and Motion,,,,,978-0-8166-9625-3,5/1/2015  12:00:00 AM,Book,Hardcover,"Salter, Mark B.",Editor,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,122.50,,101.00,POLITICAL SCIENCE/International Relations/General,SOCIAL SCIENCE/Human Services,POLITICAL SCIENCE/Globalization,Out of Print Cancel,,7 x 10,2,,416,14,,,English,,6,EAN13+5/Position Unspecified,Building on recent debates in critical ,,Mark B. Salter is professor of politica,,,
,Necromedia,,Posthumanities,,,,978-0-8166-9571-3,4/15/2015  12:00:00 AM,Book,Paperback,"O'Gorman, Marcel",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,25.00,,18.99,PHILOSOPHY/General,ART/Criticism & Theory,ART/Digital,Active,Available,5.5 x 8.5,1.5,,256,36,,,English,,20,EAN13+5/Position Unspecified,"In Necromedia, media activist Marce",,Marcel O’Gorman is associate profe,,,
,Necromedia,,Posthumanities,,,,978-0-8166-9570-6,4/15/2015  12:00:00 AM,Book,Hardcover,"O'Gorman, Marcel",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,87.50,,72.00,PHILOSOPHY/General,ART/Criticism & Theory,ART/Digital,Out of Print Cancel,,5.5 x 8.5,1.5,,256,20,,,English,,20,EAN13+5/Position Unspecified,"In Necromedia, media activist Marce",,Marcel O’Gorman is associate profe,,,
The,Nonhuman Turn,,21st Century Studies,,,,978-0-8166-9467-9,3/9/2015  12:00:00 AM,Book,Paperback,"Grusin, Richard",Editor,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,25.00,,18.99,PHILOSOPHY/General,SOCIAL SCIENCE/Anthropology/Cultural & Social,SOCIAL SCIENCE/Media Studies,Active,Available,5.5 x 8.5,1.5,,288,44,,,English,,11,EAN13+5/Position Unspecified,Edited by Richard Grusin of the Cen,,Richard Grusin is director of the Cen,,,
The,Nonhuman Turn,,21st Century Studies,,,,978-0-8166-9466-2,3/9/2015  12:00:00 AM,Book,Hardcover,"Grusin, Richard",Editor,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,87.50,,72.00,PHILOSOPHY/General,SOCIAL SCIENCE/Anthropology/Cultural & Social,SOCIAL SCIENCE/Media Studies,Out of Print Cancel,,5.5 x 8.5,1.5,,288,20,,,English,,11,EAN13+5/Position Unspecified,Edited by Richard Grusin of the Cen,,Richard Grusin is director of the Cen,,,
,North Shore,A Natural History of Minnesota's Superior Coast,,,,,978-0-8166-3232-9,5/1/2015  12:00:00 AM,Book,Hardcover,"Anderson, Chel",Author,"Fischer, Adelheid",Author,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,39.95,,12.99,NATURE/Ecology,SCIENCE/Life Sciences/Ecology,NATURE/Regional,Active,Available,8 x 10,2,,632,6,,,English,,309,EAN13+5/Position Unspecified,"Propelled by wings, fins, legs, and th",,Chel Anderson came to live and wor,,,
,Of Walking in Ice,"Munich-Paris, 23 November–14 December 1974",,,,,978-0-8166-9732-8,4/27/2015  12:00:00 AM,Book,Paperback,"Herzog, Werner",Author,"Herzog, Martje",Translator,"Greenberg, Alan",Translator,,,Univ Of Minnesota Press,Univ Of Minnesota Press,19.95,,14.99,ART/Film & Video,BIOGRAPHY & AUTOBIOGRAPHY/Entertainment & Performing Arts,,Active,Available,5 x 8,2,,96,76,,,English,,,EAN13+5/Position Unspecified,"In late November 1974, filmmaker W",,"Werner Herzog has produced, writte",,,
A,Peculiar Imbalance,"The Fall and Rise of Racial Equality in Minnesota, 1837–1869",Fesler-Lampert Minnesota Heritage,,,,978-0-8166-9730-4,4/15/2015  12:00:00 AM,Book,Paperback,"Green, William D.",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,22.95,,11.99,"HISTORY/United States/State & Local/Midwest (IA, IL, IN, KS, MI, MN, MO, ND, NE, OH, SD, WI)",SOCIAL SCIENCE/Ethnic Studies/American/African American Studies,SOCIAL SCIENCE/Ethnic Studies/American/Native American Studies,Active,Available,5.5 x 8.5,1,,232,56,,,English,,,EAN13+5/Position Unspecified,A Peculiar Imbalance is the little-kno,,William D. Green is professor of hist,,,
,Physics of Blackness,Beyond the Middle Passage Epistemology,,,,,978-0-8166-8730-5,2/15/2015  12:00:00 AM,Book,Paperback,"Wright, Michelle M.",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,25.00,,18.99,SOCIAL SCIENCE/Ethnic Studies/American/African American Studies,SOCIAL SCIENCE/Discrimination,LITERARY CRITICISM/American/African American,Active,Available,5.5 x 8.5,1,,240,42,,,English,,,EAN13+5/Position Unspecified,What does it mean to be Black? If B,,Michelle M. Wright is associate profe,,,
,Physics of Blackness,Beyond the Middle Passage Epistemology,,,,,978-0-8166-8726-8,2/15/2015  12:00:00 AM,Book,Hardcover,"Wright, Michelle M.",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,87.50,,72.00,SOCIAL SCIENCE/Ethnic Studies/American/African American Studies,SOCIAL SCIENCE/Discrimination,LITERARY CRITICISM/American/African American,Out of Print Cancel,,5.5 x 8.5,1,,240,30,,,English,,,EAN13+5/Position Unspecified,What does it mean to be Black? If B,,Michelle M. Wright is associate profe,,,
,"Plants Have So Much to Give Us, All We Have to Do Is Ask",Anishinaabe Botanical Teachings,,,,,978-0-8166-9676-5,6/22/2015  12:00:00 AM,Book,Paperback,"Geniusz, Mary Siisip",Author,"Geniusz, Wendy Makoons",Editor,"Geniusz, Annmarie",Illustrator,,,Univ Of Minnesota Press,Univ Of Minnesota Press,22.95,,11.99,NATURE/Essays,NATURE/Regional,SOCIAL SCIENCE/Ethnic Studies/American/Native American Studies,Active,Available,7 x 10,1.5,,344,18,,,English,,37,EAN13+5/Position Unspecified,Mary Siisip Geniusz has spent more ,,Mary Siisip Geniusz (1948–2016) wa,,,
,"Plants Have So Much to Give Us, All We Have to Do Is Ask",Anishinaabe Botanical Teachings,,,,,978-0-8166-9673-4,6/22/2015  12:00:00 AM,Book,Hardcover,"Geniusz, Mary Siisip",Author,"Geniusz, Wendy Makoons",Editor,"Geniusz, Annmarie",Illustrator,,,Univ Of Minnesota Press,Univ Of Minnesota Press,80.50,,17.99,NATURE/Essays,NATURE/Regional,SOCIAL SCIENCE/Ethnic Studies/American/Native American Studies,Out of Print Cancel,,7 x 10,1.5,,344,14,,,English,,37,EAN13+5/Position Unspecified,Mary Siisip Geniusz has spent more ,,Mary Siisip Geniusz (1948–2016) wa,,,
,Players and Their Pets,Gaming Communities from Beta to Sunset,,,,,978-0-8166-8983-5,3/15/2015  12:00:00 AM,Book,Paperback,"Consalvo, Mia",Author,"Begy, Jason",Author,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,20.00,,14.99,ART/Film & Video,ART/Digital,SOCIAL SCIENCE/Anthropology/Cultural & Social,Active,Available,5.5 x 8.5,1,,200,64,,,English,,16,EAN13+5/Position Unspecified,In the world of massively multiplayer ,,Mia Consalvo is professor of commu,,,
,Players and Their Pets,Gaming Communities from Beta to Sunset,,,,,978-0-8166-8982-8,3/15/2015  12:00:00 AM,Book,Hardcover,"Consalvo, Mia",Author,"Begy, Jason",Author,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,70.00,,15.99,ART/Film & Video,ART/Digital,SOCIAL SCIENCE/Anthropology/Cultural & Social,Out of Print Cancel,,5.5 x 8.5,1,,200,24,,,English,,16,EAN13+5/Position Unspecified,In the world of massively multiplayer ,,Mia Consalvo is professor of commu,,,
The,Poetics of Information Overload,From Gertrude Stein to Conceptual Writing,,,,,978-0-8166-9441-9,7/30/2015  12:00:00 AM,Book,Paperback,"Stephens, Paul",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,25.00,,18.99,LITERARY CRITICISM/Poetry,ART/Film & Video,SOCIAL SCIENCE/Media Studies,Active,Available,5.5 x 8.5,1,,240,48,,,English,,21,EAN13+5/Position Unspecified,Information overload is a subject of v,,"Paul Stephens has taught at Bard, E",,,
The,Poetics of Information Overload,From Gertrude Stein to Conceptual Writing,,,,,978-0-8166-9439-6,7/30/2015  12:00:00 AM,Book,Hardcover,"Stephens, Paul",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,87.50,,72.00,LITERARY CRITICISM/Poetry,ART/Film & Video,SOCIAL SCIENCE/Media Studies,Active,Available,5.5 x 8.5,1,,240,36,,,English,,21,EAN13+5/Position Unspecified,Information overload is a subject of v,,"Paul Stephens has taught at Bard, E",,,
The,Poitier Effect,Racial Melodrama and Fantasies of Reconciliation,,,,,978-0-8166-9285-9,3/1/2015  12:00:00 AM,Book,Paperback,"Willis, Sharon",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,22.50,,11.99,ART/Film & Video,HISTORY/United States/General,SOCIAL SCIENCE/Ethnic Studies/American/African American Studies,Active,Available,5.5 x 8.5,1.5,,272,48,,,English,,,EAN13+5/Position Unspecified,The civil rights struggle was convuls,,Sharon Willis is professor of art histo,,,
The,Poitier Effect,Racial Melodrama and Fantasies of Reconciliation,,,,,978-0-8166-9284-2,3/1/2015  12:00:00 AM,Book,Hardcover,"Willis, Sharon",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,79.00,,65.00,ART/Film & Video,HISTORY/United States/General,SOCIAL SCIENCE/Ethnic Studies/American/African American Studies,Out of Print Cancel,,5.5 x 8.5,1.5,,272,20,,,English,,,EAN13+5/Position Unspecified,The civil rights struggle was convuls,,Sharon Willis is professor of art histo,,,
The,Ravens,,,,,,978-0-8166-8944-6,4/15/2015  12:00:00 AM,Book,Hardcover,"Sundstøl, Vidar",Author,"Nunnally, Tiina",Translator,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,24.95,,,FICTION/Mystery & Detective/International Crime & Mystery,FICTION/Mystery & Detective/General,FICTION/Mystery & Detective/Historical,Active,Available,6 x 9,1.5,,272,24,,,English,,,EAN13+5/Position Unspecified,"It's been a long, dark time since a gr",,Vidar Sundstøl is the author of seven ,,,
,Roots of Our Renewal,Ethnobotany and Cherokee Environmental Governance,First Peoples: New Directions Indigenous,,,,978-0-8166-9090-9,5/30/2015  12:00:00 AM,Book,Paperback,"Carroll, Clint",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,25.00,,18.99,SOCIAL SCIENCE/Ethnic Studies/American/Native American Studies,HISTORY/Native American,POLITICAL SCIENCE/American Government/General,Active,Available,5.5 x 8.5,1.5,,256,52,,,English,,12,EAN13+5/Position Unspecified,Honorable Mention: Labriola Cent,,Clint Carroll is assistant professor of ,,,
,Roots of Our Renewal,Ethnobotany and Cherokee Environmental Governance,First Peoples: New Directions Indigenous,,,,978-0-8166-9089-3,5/30/2015  12:00:00 AM,Book,Hardcover,"Carroll, Clint",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,87.50,,72.00,SOCIAL SCIENCE/Ethnic Studies/American/Native American Studies,HISTORY/Native American,POLITICAL SCIENCE/American Government/General,Out of Print Cancel,,5.5 x 8.5,1.5,,256,36,,,English,,12,EAN13+5/Position Unspecified,Honorable Mention: Labriola Cent,,Clint Carroll is assistant professor of ,,,
,Science Fiction and Extro-Science Fiction,,Univocal,,,,978-1-937561-48-2,4/1/2015  12:00:00 AM,Book,Paperback,"Meillassoux, Quentin",Author,"Asimov, Isaac",Author,"Edlebi, Alyosha",Translator,,,Univocal Publishing,Univocal Publishing,19.95,,14.99,PHILOSOPHY/General,,,Active,Available,4.375 x 6.5,2,,93,40,,,English,,,EAN13+5/Position Unspecified,In Science Fiction and Extro-Science ,,Quentin Meillassoux is a French phil,,,
A,Shadow over Palestine,The Imperial Life of Race in America,,,,,978-0-8166-9450-1,4/15/2015  12:00:00 AM,Book,Hardcover,"Feldman, Keith P.",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,24.95,,18.99,SOCIAL SCIENCE/Discrimination,SOCIAL SCIENCE/Jewish Studies,HISTORY/United States/General,Active,Available,6 x 9,1.5,,312,22,,,English,,,EAN13+5/Position Unspecified,Upon signing the first U.S. arms agre,,Keith P. Feldman is assistant profes,,,
,Slaves of the State,Black Incarceration from the Chain Gang to the Penitentiary,,,,,978-0-8166-9241-5,2/27/2015  12:00:00 AM,Book,Paperback,"Childs, Dennis",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,22.50,,11.99,SOCIAL SCIENCE/Ethnic Studies/American/African American Studies,SOCIAL SCIENCE/Discrimination,POLITICAL SCIENCE/Human Rights,Active,Available,5.5 x 8.5,1.5,,280,40,,,English,,12,EAN13+5/Position Unspecified,The Thirteenth Amendment to the U,,Dennis Childs is associate professor ,,,
,Slaves of the State,Black Incarceration from the Chain Gang to the Penitentiary,,,,,978-0-8166-9240-8,2/27/2015  12:00:00 AM,Book,Hardcover,"Childs, Dennis",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,79.00,,65.00,SOCIAL SCIENCE/Ethnic Studies/American/African American Studies,SOCIAL SCIENCE/Discrimination,POLITICAL SCIENCE/Human Rights,Active,Available,5.5 x 8.5,1.5,,280,20,,,English,,12,EAN13+5/Position Unspecified,The Thirteenth Amendment to the U,,Dennis Childs is associate professor ,,,
,Stone,An Ecology of the Inhuman,,,,,978-0-8166-9262-0,5/6/2015  12:00:00 AM,Book,Paperback,"Cohen, Jeffrey Jerome",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,25.95,,19.99,PHILOSOPHY/General,LITERARY CRITICISM/Semiotics & Theory,HISTORY/Europe/Medieval,Active,Available,5.5 x 8.5,2,,376,32,,,English,,13,EAN13+5/Position Unspecified,"Stone maps the force, vivacity, and s",,Jeffrey Jerome Cohen is professor o,,,
,Stone,An Ecology of the Inhuman,,,,,978-0-8166-9257-6,5/6/2015  12:00:00 AM,Book,Hardcover,"Cohen, Jeffrey Jerome",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,91.00,,75.00,PHILOSOPHY/General,LITERARY CRITICISM/Semiotics & Theory,HISTORY/Europe/Medieval,Out of Print Cancel,,5.5 x 8.5,2,,376,16,,,English,,13,EAN13+5/Position Unspecified,"Stone maps the force, vivacity, and s",,Jeffrey Jerome Cohen is professor o,,,
,Tony Oliva,The Life and Times of a Minnesota Twins Legend,,,,,978-0-8166-9489-1,4/3/2015  12:00:00 AM,Book,Hardcover,"Henninger, Thom",Author,"Reusse, Patrick",Foreword by,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,25.95,,19.99,BIOGRAPHY & AUTOBIOGRAPHY/Sports,SPORTS & RECREATION/Baseball/General,"HISTORY/United States/State & Local/Midwest (IA, IL, IN, KS, MI, MN, MO, ND, NE, OH, SD, WI)",Out of Print Cancel,,6 x 9,1.5,,296,20,,,English,,46,EAN13+5/Position Unspecified,If not for the botched Bay of Pigs inv,,"Thom Henninger, a St. Paul native a",,,
,Wastelanding,Legacies of Uranium Mining in Navajo Country,,,,,978-0-8166-9267-5,5/15/2015  12:00:00 AM,Book,Paperback,"Voyles, Traci Brynne",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,25.00,,18.99,SOCIAL SCIENCE/Ethnic Studies/American/Native American Studies,HISTORY/Native American,SCIENCE/Environmental Science (see also Chemistry/Environmental),Active,Available,5.5 x 8.5,1.5,,304,36,,,English,,21,EAN13+5/Position Unspecified,Wastelanding tells the history of the ,,Traci Brynne Voyles is assistant pro,,,
,Wastelanding,Legacies of Uranium Mining in Navajo Country,,,,,978-0-8166-9264-4,5/15/2015  12:00:00 AM,Book,Hardcover,"Voyles, Traci Brynne",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,87.50,,72.00,SOCIAL SCIENCE/Ethnic Studies/American/Native American Studies,HISTORY/Native American,SCIENCE/Environmental Science (see also Chemistry/Environmental),Active,Available,5.5 x 8.5,1.5,,304,20,,,English,,21,EAN13+5/Position Unspecified,Wastelanding tells the history of the ,,Traci Brynne Voyles is assistant pro,,,
,Water and What We Know,Following the Roots of a Northern Life,,,,,978-0-8166-9678-9,2/15/2015  12:00:00 AM,Book,Paperback,"Babine, Karen",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,17.95,,13.99,LITERARY COLLECTIONS/Essays,NATURE/Essays,,Active,Available,5 x 8,1,,240,60,,,English,,,EAN13+5/Position Unspecified,2016 Minnesota Book Award Winn,,Karen Babine is assistant professor ,,,
,We Know How This Ends,Living while Dying,,,,,978-0-8166-9733-5,4/1/2015  12:00:00 AM,Book,Hardcover,"Kramer, Bruce H.",Author,"Wurzer, Cathy",Author,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,22.95,,11.99,BIOGRAPHY & AUTOBIOGRAPHY/Medical (incl. Patients),HEALTH & FITNESS/Diseases/General,HEALTH & FITNESS/Diseases/Musculoskeletal,Active,Available,5.5 x 8.5,1,,208,22,,,English,,,EAN13+5/Position Unspecified,2010 had been a very good year for ,,Bruce H. Kramer (1956–2015) was f,,,
The,White Possessive,"Property, Power, and Indigenous Sovereignty",Indigenous Americas,,,,978-0-8166-9216-3,5/15/2015  12:00:00 AM,Book,Paperback,"Moreton-Robinson, Aileen",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,27.00,,21.99,SOCIAL SCIENCE/Ethnic Studies/American/Native American Studies,SOCIAL SCIENCE/Discrimination,POLITICAL SCIENCE/Colonialism & Post-Colonialism,Active,Available,5.5 x 8.5,1.5,,272,48,,,English,,,EAN13+5/Position Unspecified,The White Possessive explores the ,,Aileen Moreton-Robinson is professo,,,
The,White Possessive,"Property, Power, and Indigenous Sovereignty",Indigenous Americas,,,,978-0-8166-9214-9,5/15/2015  12:00:00 AM,Book,Hardcover,"Moreton-Robinson, Aileen",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,94.50,,78.00,SOCIAL SCIENCE/Ethnic Studies/American/Native American Studies,SOCIAL SCIENCE/Discrimination,POLITICAL SCIENCE/Colonialism & Post-Colonialism,Active,Available,5.5 x 8.5,1.5,,272,20,,,English,,,EAN13+5/Position Unspecified,The White Possessive explores the ,,Aileen Moreton-Robinson is professo,,,
,Wildlife in the Anthropocene,Conservation after Nature,,,,,978-0-8166-8108-2,4/1/2015  12:00:00 AM,Book,Paperback,"Lorimer, Jamie",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,25.00,,18.99,SCIENCE/Earth Sciences/Geography,NATURE/Environmental Conservation & Protection,SOCIAL SCIENCE/Human Geography,Active,Available,5.5 x 8.5,1.5,,264,36,,,English,,15,EAN13+5/Position Unspecified,Elephants rarely breed in captivity an,,Jamie Lorimer is associate professo,,,
,Wildlife in the Anthropocene,Conservation after Nature,,,,,978-0-8166-8107-5,4/1/2015  12:00:00 AM,Book,Hardcover,"Lorimer, Jamie",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,87.50,,72.00,SCIENCE/Earth Sciences/Geography,NATURE/Environmental Conservation & Protection,SOCIAL SCIENCE/Human Geography,Active,Available,5.5 x 8.5,1.5,,264,22,,,English,,15,EAN13+5/Position Unspecified,Elephants rarely breed in captivity an,,Jamie Lorimer is associate professo,,,
,Zoo Renewal,White Flight and the Animal Ghetto,A Quadrant Book,,,,978-0-8166-7912-6,4/1/2015  12:00:00 AM,Book,Paperback,"Uddin, Lisa",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,28.00,,13.99,SOCIAL SCIENCE/Sociology/Urban,SOCIAL SCIENCE/Anthropology/Cultural & Social,NATURE/Animals/General,Active,Available,7 x 9,1.5,,288,20,,,English,,92,EAN13+5/Position Unspecified,Why do we feel bad at the zoo? In a ,,Lisa Uddin is assistant professor of a,,,
,Zoo Renewal,White Flight and the Animal Ghetto,A Quadrant Book,,,,978-0-8166-7911-9,4/1/2015  12:00:00 AM,Book,Hardcover,"Uddin, Lisa",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,98.00,,81.00,SOCIAL SCIENCE/Sociology/Urban,SOCIAL SCIENCE/Anthropology/Cultural & Social,NATURE/Animals/General,Out of Print Cancel,,7 x 9,1.5,,288,20,,,English,,92,EAN13+5/Position Unspecified,Why do we feel bad at the zoo? In a ,,Lisa Uddin is assistant professor of a,,,
The,Moving Image 14.2,The Journal of the Association of Moving image Archivists (Fall 2014),The Moving Image,,,,978-0-8166-9597-3,12/31/2014  12:00:00 AM,Book,Paper,"Ohmer, Susan",Author,"Crafton, Donald",Author,AMIA,Author,,,Univ Of Minnesota Press,Univ Of Minnesota Press,22.50,,11.99,,,,Out of Print Cancel,,7 x 10,1,,176,50,,,English,,29 B/W illustrations,EAN13+5/on Cover 2,,,,,,
,Wicazo Sa Review 29.2,A Journal of Native American Studies,Wicazo SA Review,,,,978-0-8166-9599-7,12/15/2014  12:00:00 AM,Book,Paper,"Riding In , James",Author,,,,,,,Univ Of Minnesota Press,Univ Of Minnesota Press,15.00,,11.99,,,,Active,Available,5 7/8 x 9,1,,112,,,,English,,,EAN13+5/on Cover 2,,,,,,
,Cultural Critique 88,(Fall 2014),Cultural Critique,,,,978-0-8166-9602-4,12/15/2014  12:00:00 AM,Book,Paper,"Mowitt, John",Author,,,"Sawhney, Simona",Author,,,Univ Of Minnesota Press,Univ Of Minnesota Press,15.00,,11.99,,,,Active,Available,5 7/8 x 9,1,,240,,,,English,,12 B&W illustrations,EAN13+5/on Cover 2,,,,,,
